강원도 정선군,44
경상북도 안동시,200
인천광역시 옹진군,54
인천광역시 옹진군,30
인천광역시 옹진군,108
인천광역시 옹진군,171
인천광역시 옹진군,1100
인천광역시 중구,289
전라남도 완도군,139
전라남도 진도군,282
전라남도 진도군,101
전라남도 진도군,83
전라남도 진도군,70
전라남도 진도군,2
전라남도 진도군,32
전라남도 완도군,4886
전라남도 완도군,2694
전라남도 진도군,76
