"측정소명","년/월/일","수위(cm)","최고수위(cm)","최저수위(cm)"
"김포시(전류리)","2021/05/12","81","",""
"김포시(전류리)","2021/05/11","65","",""
"김포시(전류리)","2021/05/10","45","",""
"김포시(전류리)","2021/05/09","141.92","",""
"김포시(전류리)","2021/05/08","126.79","",""
"김포시(전류리)","2021/05/07","-6","",""
"김포시(전류리)","2021/05/06","77","",""
"김포시(전류리)","2021/05/05","96.04","",""
"김포시(전류리)","2021/05/04","206","",""
"김포시(전류리)","2021/05/03","201","",""
"김포시(전류리)","2021/05/02","148.46","",""
"김포시(전류리)","2021/05/01","184.63","",""
"김포시(전류리)","2021/04/30","167","",""
"김포시(전류리)","2021/04/29","143","",""
"김포시(전류리)","2021/04/28","122","",""
"김포시(전류리)","2021/04/27","96","",""
"김포시(전류리)","2021/04/26","58","",""
"김포시(전류리)","2021/04/25","140.46","",""
"김포시(전류리)","2021/04/24","127.58","",""
"김포시(전류리)","2021/04/23","98.88","",""
"김포시(전류리)","2021/04/22","93","",""
"김포시(전류리)","2021/04/21","136","",""
"김포시(전류리)","2021/04/20","152","",""
"김포시(전류리)","2021/04/19","106.83","",""
"김포시(전류리)","2021/04/18","120.88","",""
"김포시(전류리)","2021/04/17","141.29","",""
"김포시(전류리)","2021/04/16","162.17","",""
"김포시(전류리)","2021/04/15","172.04","",""
"김포시(전류리)","2021/04/14","167.83","",""
"김포시(전류리)","2021/04/13","130","",""
"김포시(전류리)","2021/04/12","110","",""
"김포시(전류리)","2021/04/11","165.38","",""
"김포시(전류리)","2021/04/10","162.58","",""
"김포시(전류리)","2021/04/09","59","",""
"김포시(전류리)","2021/04/08","138.54","",""
"김포시(전류리)","2021/04/07","119.04","",""
"김포시(전류리)","2021/04/06","127.54","",""
"김포시(전류리)","2021/04/05","221","",""
"김포시(전류리)","2021/04/04","144.08","",""
"김포시(전류리)","2021/04/03","180.25","",""
"김포시(전류리)","2021/04/02","211.5","",""
"김포시(전류리)","2021/04/01","218","",""
"김포시(전류리)","2021/03/31","227.08","",""
"김포시(전류리)","2021/03/30","226.42","",""
"김포시(전류리)","2021/03/29","213.88","",""
"김포시(전류리)","2021/03/28","199.04","",""
"김포시(전류리)","2021/03/27","171.17","",""
"김포시(전류리)","2021/03/26","30","",""
"김포시(전류리)","2021/03/25","106.42","",""
"김포시(전류리)","2021/03/22","132","",""
"김포시(전류리)","2021/03/21","103.46","",""
"김포시(전류리)","2021/03/20","143.17","",""
"김포시(전류리)","2021/03/19","160.79","",""
"김포시(전류리)","2021/03/18","172.08","",""
"김포시(전류리)","2021/03/17","170.88","",""
"김포시(전류리)","2021/03/16","184.13","",""
"김포시(전류리)","2021/03/15","191.46","",""
"김포시(전류리)","2021/03/10","33","",""
"김포시(전류리)","2021/03/09","109.46","",""
"김포시(전류리)","2021/03/08","91.58","",""
"김포시(전류리)","2021/03/06","275","",""
"김포시(전류리)","2021/03/05","164.92","",""
"김포시(전류리)","2021/03/04","197.75","",""
"김포시(전류리)","2021/03/03","226.08","",""
"김포시(전류리)","2021/03/02","212.88","",""
"김포시(전류리)","2021/03/01","211.75","",""
"김포시(전류리)","2021/02/28","210.63","",""
"김포시(전류리)","2021/02/27","203.21","",""
"김포시(전류리)","2021/02/26","163.13","",""
"김포시(전류리)","2021/02/25","133.08","",""
"김포시(전류리)","2021/02/24","101.88","",""
"김포시(전류리)","2021/02/23","62.04","",""
"김포시(전류리)","2021/02/22","75.67","",""
"김포시(전류리)","2021/02/21","82.67","",""
"김포시(전류리)","2021/02/20","100.13","",""
"김포시(전류리)","2021/02/19","124.96","",""
"김포시(전류리)","2021/02/18","110.33","",""
"김포시(전류리)","2021/02/17","138.13","",""
"김포시(전류리)","2021/02/16","164.38","",""
"김포시(전류리)","2021/02/15","197.47","",""
"김포시(전류리)","2021/02/14","191","",""
"김포시(전류리)","2021/02/13","189.96","",""
"김포시(전류리)","2021/02/12","187.88","",""
"김포시(전류리)","2021/02/11","167","",""
"김포시(전류리)","2021/02/10","155.83","",""
"김포시(전류리)","2021/02/09","125.21","",""
"김포시(전류리)","2021/02/08","102.5","",""
"김포시(전류리)","2021/02/07","114.04","",""
"김포시(전류리)","2021/02/06","127.29","",""
"김포시(전류리)","2021/02/05","140","",""
"김포시(전류리)","2021/02/04","148.38","",""
"김포시(전류리)","2021/02/03","170.46","",""
"김포시(전류리)","2021/02/02","170.46","",""
"김포시(전류리)","2021/02/01","197.67","",""
"김포시(전류리)","2021/01/31","199.5","",""
"김포시(전류리)","2021/01/30","196.42","",""
"김포시(전류리)","2021/01/29","145.83","",""
"김포시(전류리)","2021/01/28","161","",""
"김포시(전류리)","2021/01/27","135.96","",""
"김포시(전류리)","2021/01/26","126.88","",""
"김포시(전류리)","2021/01/25","153","",""
"김포시(전류리)","2021/01/24","116.67","",""
"김포시(전류리)","2021/01/23","87.17","",""
"김포시(전류리)","2021/01/22","83.21","",""
"김포시(전류리)","2021/01/21","155.88","",""
"김포시(전류리)","2021/01/20","208.04","",""
"김포시(전류리)","2021/01/19","163.71","",""
"김포시(전류리)","2021/01/18","150.96","",""
"김포시(전류리)","2021/01/17","171.46","",""
"김포시(전류리)","2021/01/16","193.71","",""
"김포시(전류리)","2021/01/15","218.21","",""
"김포시(전류리)","2021/01/14","222.42","",""
"김포시(전류리)","2021/01/13","218","",""
"김포시(전류리)","2021/01/12","194.29","",""
"김포시(전류리)","2021/01/11","197.38","",""
"김포시(전류리)","2021/01/10","178.83","",""
"김포시(전류리)","2021/01/09","176.38","",""
"김포시(전류리)","2021/01/08","184.67","",""
"김포시(전류리)","2021/01/07","154.79","",""
"김포시(전류리)","2021/01/06","130.04","",""
"김포시(전류리)","2021/01/05","138.29","",""
"김포시(전류리)","2021/01/04","161.67","",""
"김포시(전류리)","2021/01/03","165.96","",""
"김포시(전류리)","2021/01/02","169.96","",""
"김포시(전류리)","2021/01/01","175.58","",""
"포천시(은현교)","2021/12/31","63","",""
"포천시(은현교)","2021/12/30","63","",""
"포천시(은현교)","2021/12/29","64","",""
"포천시(은현교)","2021/12/28","64","",""
"포천시(은현교)","2021/12/27","64","",""
"포천시(은현교)","2021/12/26","64","",""
"포천시(은현교)","2021/12/25","64","",""
"포천시(은현교)","2021/12/24","64","",""
"포천시(은현교)","2021/12/23","64","",""
"포천시(은현교)","2021/12/22","64","",""
"포천시(은현교)","2021/12/21","64","",""
"포천시(은현교)","2021/12/20","64.54","",""
"포천시(은현교)","2021/12/19","64","",""
"포천시(은현교)","2021/12/18","64.33","",""
"포천시(은현교)","2021/12/17","64","",""
"포천시(은현교)","2021/12/16","64","",""
"포천시(은현교)","2021/12/15","65","",""
"포천시(은현교)","2021/12/14","65","",""
"포천시(은현교)","2021/12/13","64","",""
"포천시(은현교)","2021/12/12","63.63","",""
"포천시(은현교)","2021/12/11","64","",""
"포천시(은현교)","2021/12/10","64","",""
"포천시(은현교)","2021/12/09","65","",""
"포천시(은현교)","2021/12/08","64.54","",""
"포천시(은현교)","2021/12/07","65","",""
"포천시(은현교)","2021/12/06","65.04","",""
"포천시(은현교)","2021/12/05","65.54","",""
"포천시(은현교)","2021/12/04","66.04","",""
"포천시(은현교)","2021/12/03","67","",""
"포천시(은현교)","2021/12/02","67","",""
"포천시(은현교)","2021/12/01","76","",""
"포천시(은현교)","2021/11/30","64","",""
"포천시(은현교)","2021/11/29","64","",""
"포천시(은현교)","2021/11/28","64.21","",""
"포천시(은현교)","2021/11/27","64.42","",""
"포천시(은현교)","2021/11/25","65","",""
"포천시(은현교)","2021/11/24","65","",""
"포천시(은현교)","2021/11/23","64","",""
"포천시(은현교)","2021/11/22","63","",""
"포천시(은현교)","2021/11/21","63","",""
"포천시(은현교)","2021/11/20","63","",""
"포천시(은현교)","2021/11/19","63","",""
"포천시(은현교)","2021/11/18","63","",""
"포천시(은현교)","2021/11/17","63","",""
"포천시(은현교)","2021/11/16","63","",""
"포천시(은현교)","2021/11/15","64","",""
"포천시(은현교)","2021/11/14","64","",""
"포천시(은현교)","2021/11/13","64","",""
"포천시(은현교)","2021/11/12","64","",""
"포천시(은현교)","2021/11/11","64","",""
"포천시(은현교)","2021/11/10","64.54","",""
"포천시(은현교)","2021/11/09","67.04","",""
"포천시(은현교)","2021/11/08","73.04","",""
"포천시(은현교)","2021/11/07","63","",""
"포천시(은현교)","2021/11/06","63","",""
"포천시(은현교)","2021/11/05","63","",""
"포천시(은현교)","2021/11/04","63","",""
"포천시(은현교)","2021/11/03","63","",""
"포천시(은현교)","2021/11/02","63","",""
"포천시(은현교)","2021/11/01","63.88","",""
"포천시(은현교)","2021/10/31","64","",""
"포천시(은현교)","2021/10/30","64","",""
"포천시(은현교)","2021/10/29","64","",""
"포천시(은현교)","2021/10/28","64","",""
"포천시(은현교)","2021/10/27","64","",""
"포천시(은현교)","2021/10/26","64","",""
"포천시(은현교)","2021/10/25","64.79","",""
"포천시(은현교)","2021/10/24","65","",""
"포천시(은현교)","2021/10/23","65","",""
"포천시(은현교)","2021/10/22","65","",""
"포천시(은현교)","2021/10/21","65.67","",""
"포천시(은현교)","2021/10/20","66","",""
"포천시(은현교)","2021/10/19","66","",""
"포천시(은현교)","2021/10/18","66.63","",""
"포천시(은현교)","2021/10/17","67","",""
"포천시(은현교)","2021/10/16","67.54","",""
"포천시(은현교)","2021/10/15","68","",""
"포천시(은현교)","2021/10/14","69","",""
"포천시(은현교)","2021/10/13","70.42","",""
"포천시(은현교)","2021/10/12","72.46","",""
"포천시(은현교)","2021/10/11","77.54","",""
"포천시(은현교)","2021/10/10","74.83","",""
"포천시(은현교)","2021/10/09","69","",""
"포천시(은현교)","2021/10/08","70.08","",""
"포천시(은현교)","2021/10/07","72.21","",""
"포천시(은현교)","2021/10/06","75.21","",""
"포천시(은현교)","2021/10/05","141","",""
"포천시(은현교)","2021/10/04","69.96","",""
"포천시(은현교)","2021/10/03","64","",""
"포천시(은현교)","2021/10/02","64.75","",""
"포천시(은현교)","2021/10/01","65","",""
"포천시(은현교)","2021/09/30","70","",""
"포천시(은현교)","2021/09/29","65","",""
"포천시(은현교)","2021/09/28","65","",""
"포천시(은현교)","2021/09/27","66","",""
"포천시(은현교)","2021/09/26","66","",""
"포천시(은현교)","2021/09/25","66.46","",""
"포천시(은현교)","2021/09/24","69","",""
"포천시(은현교)","2021/09/23","72","",""
"포천시(은현교)","2021/09/22","84.42","",""
"포천시(은현교)","2021/09/21","81.25","",""
"포천시(은현교)","2021/09/20","63","",""
"포천시(은현교)","2021/09/19","63","",""
"포천시(은현교)","2021/09/18","63","",""
"포천시(은현교)","2021/09/17","64","",""
"포천시(은현교)","2021/09/16","64","",""
"포천시(은현교)","2021/09/15","64","",""
"포천시(은현교)","2021/09/14","64","",""
"포천시(은현교)","2021/09/13","65.13","",""
"포천시(은현교)","2021/09/12","66","",""
"포천시(은현교)","2021/09/11","66.42","",""
"포천시(은현교)","2021/09/10","68","",""
"포천시(은현교)","2021/09/09","71","",""
"포천시(은현교)","2021/09/08","80","",""
"포천시(은현교)","2021/09/07","65","",""
"포천시(은현교)","2021/09/06","65","",""
"포천시(은현교)","2021/09/05","65.54","",""
"포천시(은현교)","2021/09/04","66.38","",""
"포천시(은현교)","2021/09/03","69","",""
"포천시(은현교)","2021/09/02","73","",""
"포천시(은현교)","2021/09/01","105","",""
"포천시(은현교)","2021/08/31","64","",""
"포천시(은현교)","2021/08/30","65","",""
"포천시(은현교)","2021/08/29","65","",""
"포천시(은현교)","2021/08/28","65.54","",""
"포천시(은현교)","2021/08/27","70","",""
"포천시(은현교)","2021/08/26","69","",""
"포천시(은현교)","2021/08/25","79","",""
"포천시(은현교)","2021/08/24","67","",""
"포천시(은현교)","2021/08/23","69","",""
"포천시(은현교)","2021/08/22","76.88","",""
"포천시(은현교)","2021/08/21","91.08","",""
"포천시(은현교)","2021/08/20","61.5","",""
"포천시(은현교)","2021/08/19","61","",""
"포천시(은현교)","2021/08/18","61","",""
"포천시(은현교)","2021/08/17","62","",""
"포천시(은현교)","2021/08/16","62","",""
"포천시(은현교)","2021/08/15","62","",""
"포천시(은현교)","2021/08/14","62.63","",""
"포천시(은현교)","2021/08/13","62","",""
"포천시(은현교)","2021/08/12","63","",""
"포천시(은현교)","2021/08/11","63","",""
"포천시(은현교)","2021/08/10","64","",""
"포천시(은현교)","2021/08/09","64","",""
"포천시(은현교)","2021/08/08","64.13","",""
"포천시(은현교)","2021/08/07","67.46","",""
"포천시(은현교)","2021/08/06","64","",""
"포천시(은현교)","2021/08/05","65","",""
"포천시(은현교)","2021/08/04","68.25","",""
"포천시(은현교)","2021/08/03","65.88","",""
"포천시(은현교)","2021/08/02","72","",""
"포천시(은현교)","2021/08/01","66.17","",""
"포천시(은현교)","2021/07/31","68.71","",""
"포천시(은현교)","2021/07/30","63","",""
"포천시(은현교)","2021/07/29","63","",""
"포천시(은현교)","2021/07/28","64","",""
"포천시(은현교)","2021/07/27","64","",""
"포천시(은현교)","2021/07/26","65","",""
"포천시(은현교)","2021/07/25","65","",""
"포천시(은현교)","2021/07/24","65.96","",""
"포천시(은현교)","2021/07/23","67","",""
"포천시(은현교)","2021/07/22","68","",""
"포천시(은현교)","2021/07/21","69","",""
"포천시(은현교)","2021/07/20","73","",""
"포천시(은현교)","2021/07/19","71.42","",""
"포천시(은현교)","2021/07/18","74.54","",""
"포천시(은현교)","2021/07/17","86.71","",""
"포천시(은현교)","2021/07/16","124","",""
"포천시(은현교)","2021/07/15","68","",""
"포천시(은현교)","2021/07/14","69","",""
"포천시(은현교)","2021/07/13","70","",""
"포천시(은현교)","2021/07/12","74","",""
"포천시(은현교)","2021/07/11","72.83","",""
"포천시(은현교)","2021/07/10","77.13","",""
"포천시(은현교)","2021/07/09","87","",""
"포천시(은현교)","2021/07/08","71","",""
"포천시(은현교)","2021/07/07","74","",""
"포천시(은현교)","2021/07/06","77","",""
"포천시(은현교)","2021/07/05","80.58","",""
"포천시(은현교)","2021/07/04","104.83","",""
"포천시(은현교)","2021/07/03","69.33","",""
"포천시(은현교)","2021/07/02","66.42","",""
"포천시(은현교)","2021/07/01","74","",""
"포천시(은현교)","2021/06/30","70.92","",""
"포천시(은현교)","2021/06/29","74","",""
"포천시(은현교)","2021/06/28","66","",""
"포천시(은현교)","2021/06/27","66.13","",""
"포천시(은현교)","2021/06/26","65.29","",""
"포천시(은현교)","2021/06/25","65","",""
"포천시(은현교)","2021/06/24","68","",""
"포천시(은현교)","2021/06/23","68","",""
"포천시(은현교)","2021/06/22","68","",""
"포천시(은현교)","2021/06/21","67","",""
"포천시(은현교)","2021/06/20","67","",""
"포천시(은현교)","2021/06/19","67.13","",""
"포천시(은현교)","2021/06/18","66.96","",""
"포천시(은현교)","2021/06/17","67","",""
"포천시(은현교)","2021/06/16","67.83","",""
"포천시(은현교)","2021/06/15","66","",""
"포천시(은현교)","2021/06/14","67","",""
"포천시(은현교)","2021/06/13","67.46","",""
"포천시(은현교)","2021/06/12","68.96","",""
"포천시(은현교)","2021/06/11","68","",""
"포천시(은현교)","2021/06/10","68","",""
"포천시(은현교)","2021/06/09","70","",""
"포천시(은현교)","2021/06/08","70","",""
"포천시(은현교)","2021/06/07","71","",""
"포천시(은현교)","2021/06/06","71.71","",""
"포천시(은현교)","2021/06/05","73.67","",""
"포천시(은현교)","2021/06/04","91","",""
"포천시(은현교)","2021/06/03","74","",""
"포천시(은현교)","2021/06/02","77","",""
"포천시(은현교)","2021/06/01","79","",""
"포천시(은현교)","2021/05/31","76","",""
"포천시(은현교)","2021/05/30","77.42","",""
"포천시(은현교)","2021/05/29","83.25","",""
"포천시(은현교)","2021/05/28","73","",""
"포천시(은현교)","2021/05/27","70","",""
"포천시(은현교)","2021/05/26","72.17","",""
"포천시(은현교)","2021/05/25","68","",""
"포천시(은현교)","2021/05/24","72.79","",""
"포천시(은현교)","2021/05/23","69.83","",""
"포천시(은현교)","2021/05/22","71.75","",""
"포천시(은현교)","2021/05/21","74.71","",""
"포천시(은현교)","2021/05/20","76","",""
"포천시(은현교)","2021/05/19","78.92","",""
"포천시(은현교)","2021/05/18","92","",""
"포천시(은현교)","2021/05/17","149","",""
"포천시(은현교)","2021/05/16","122.04","",""
"포천시(은현교)","2021/05/15","63.88","",""
"포천시(은현교)","2021/05/14","63.54","",""
"포천시(은현교)","2021/05/13","64","",""
"포천시(은현교)","2021/05/12","64","",""
"포천시(은현교)","2021/05/11","64","",""
"포천시(은현교)","2021/05/10","65","",""
"포천시(은현교)","2021/05/09","65.54","",""
"포천시(은현교)","2021/05/08","67.42","",""
"포천시(은현교)","2021/05/07","67","",""
"포천시(은현교)","2021/05/06","70","",""
"포천시(은현교)","2021/05/05","76.71","",""
"포천시(은현교)","2021/05/04","64","",""
"포천시(은현교)","2021/05/03","65","",""
"포천시(은현교)","2021/05/02","68.46","",""
"포천시(은현교)","2021/05/01","66.83","",""
"포천시(은현교)","2021/04/30","61","",""
"포천시(은현교)","2021/04/29","62","",""
"포천시(은현교)","2021/04/28","61","",""
"포천시(은현교)","2021/04/27","59","",""
"포천시(은현교)","2021/04/26","63","",""
"포천시(은현교)","2021/04/25","63","",""
"포천시(은현교)","2021/04/24","63","",""
"포천시(은현교)","2021/04/23","63","",""
"포천시(은현교)","2021/04/22","65","",""
"포천시(은현교)","2021/04/21","65","",""
"포천시(은현교)","2021/04/20","65","",""
"포천시(은현교)","2021/04/19","65.67","",""
"포천시(은현교)","2021/04/18","66.42","",""
"포천시(은현교)","2021/04/17","66.38","",""
"포천시(은현교)","2021/04/16","65.46","",""
"포천시(은현교)","2021/04/15","69.25","",""
"포천시(은현교)","2021/04/14","71.42","",""
"포천시(은현교)","2021/04/13","78","",""
"포천시(은현교)","2021/04/12","65","",""
"포천시(은현교)","2021/04/11","65.79","",""
"포천시(은현교)","2021/04/10","66.5","",""
"포천시(은현교)","2021/04/09","68","",""
"포천시(은현교)","2021/04/08","68.54","",""
"포천시(은현교)","2021/04/07","71.08","",""
"포천시(은현교)","2021/04/06","74.58","",""
"포천시(은현교)","2021/04/05","83","",""
"포천시(은현교)","2021/04/04","94.54","",""
"포천시(은현교)","2021/04/03","81.5","",""
"포천시(은현교)","2021/04/02","64.79","",""
"포천시(은현교)","2021/04/01","66","",""
"포천시(은현교)","2021/03/31","66.38","",""
"포천시(은현교)","2021/03/30","67.5","",""
"포천시(은현교)","2021/03/29","68.96","",""
"포천시(은현교)","2021/03/28","77.63","",""
"포천시(은현교)","2021/03/27","62.92","",""
"포천시(은현교)","2021/03/26","63","",""
"포천시(은현교)","2021/03/25","63","",""
"포천시(은현교)","2021/03/22","63","",""
"포천시(은현교)","2021/03/21","63","",""
"포천시(은현교)","2021/03/20","63","",""
"포천시(은현교)","2021/03/19","63.67","",""
"포천시(은현교)","2021/03/18","64","",""
"포천시(은현교)","2021/03/17","64","",""
"포천시(은현교)","2021/03/16","64","",""
"포천시(은현교)","2021/03/15","64","",""
"포천시(은현교)","2021/03/10","66","",""
"포천시(은현교)","2021/03/09","66","",""
"포천시(은현교)","2021/03/08","66.21","",""
"포천시(은현교)","2021/03/06","67","",""
"포천시(은현교)","2021/03/05","67.92","",""
"포천시(은현교)","2021/03/04","68.69","",""
"포천시(은현교)","2021/03/03","107.17","",""
"포천시(은현교)","2021/03/02","108","",""
"포천시(은현교)","2021/03/01","108","",""
"포천시(은현교)","2021/02/28","108","",""
"포천시(은현교)","2021/02/27","108","",""
"포천시(은현교)","2021/02/26","108","",""
"포천시(은현교)","2021/02/25","108","",""
"포천시(은현교)","2021/02/24","108","",""
"포천시(은현교)","2021/02/23","108","",""
"포천시(은현교)","2021/02/22","108","",""
"포천시(은현교)","2021/02/21","108","",""
"포천시(은현교)","2021/02/20","108","",""
"포천시(은현교)","2021/02/19","108","",""
"포천시(은현교)","2021/02/18","108","",""
"포천시(은현교)","2021/02/17","108","",""
"포천시(은현교)","2021/02/16","108","",""
"포천시(은현교)","2021/02/15","108","",""
"포천시(은현교)","2021/02/14","108","",""
"포천시(은현교)","2021/02/13","108","",""
"포천시(은현교)","2021/02/12","108","",""
"포천시(은현교)","2021/02/11","108","",""
"포천시(은현교)","2021/02/10","108","",""
"포천시(은현교)","2021/02/09","108","",""
"포천시(은현교)","2021/02/08","108","",""
"포천시(은현교)","2021/02/07","108","",""
"포천시(은현교)","2021/02/06","108","",""
"포천시(은현교)","2021/02/05","108","",""
"포천시(은현교)","2021/02/04","108","",""
"포천시(은현교)","2021/02/03","108","",""
"포천시(은현교)","2021/02/02","108","",""
"포천시(은현교)","2021/02/01","108","",""
"포천시(은현교)","2021/01/31","108","",""
"포천시(은현교)","2021/01/30","108","",""
"포천시(은현교)","2021/01/29","108","",""
"포천시(은현교)","2021/01/28","108","",""
"포천시(은현교)","2021/01/27","108","",""
"포천시(은현교)","2021/01/26","108","",""
"포천시(은현교)","2021/01/25","108","",""
"포천시(은현교)","2021/01/24","108","",""
"포천시(은현교)","2021/01/23","108","",""
"포천시(은현교)","2021/01/22","108","",""
"포천시(은현교)","2021/01/21","108","",""
"포천시(은현교)","2021/01/20","108","",""
"포천시(은현교)","2021/01/19","108","",""
"포천시(은현교)","2021/01/18","108","",""
"포천시(은현교)","2021/01/17","108","",""
"포천시(은현교)","2021/01/16","108","",""
"포천시(은현교)","2021/01/15","108","",""
"포천시(은현교)","2021/01/14","108","",""
"포천시(은현교)","2021/01/13","108","",""
"포천시(은현교)","2021/01/12","108","",""
"포천시(은현교)","2021/01/11","108","",""
"포천시(은현교)","2021/01/10","108","",""
"포천시(은현교)","2021/01/09","108","",""
"포천시(은현교)","2021/01/08","108","",""
"포천시(은현교)","2021/01/07","108","",""
"포천시(은현교)","2021/01/06","108","",""
"포천시(은현교)","2021/01/05","108","",""
"포천시(은현교)","2021/01/04","108","",""
"포천시(은현교)","2021/01/03","108","",""
"포천시(은현교)","2021/01/02","108","",""
"포천시(은현교)","2021/01/01","108","",""
"광양시(용강교)","2021/12/31","24","",""
"광양시(용강교)","2021/12/30","24","",""
"광양시(용강교)","2021/12/29","24","",""
"광양시(용강교)","2021/12/28","24","",""
"광양시(용강교)","2021/12/27","24","",""
"광양시(용강교)","2021/12/26","23.67","",""
"광양시(용강교)","2021/12/25","24","",""
"광양시(용강교)","2021/12/24","24","",""
"광양시(용강교)","2021/12/23","24","",""
"광양시(용강교)","2021/12/22","24","",""
"광양시(용강교)","2021/12/21","25","",""
"광양시(용강교)","2021/12/20","24.63","",""
"광양시(용강교)","2021/12/19","25","",""
"광양시(용강교)","2021/12/18","24.75","",""
"광양시(용강교)","2021/12/17","25","",""
"광양시(용강교)","2021/12/16","25","",""
"광양시(용강교)","2021/12/15","25","",""
"광양시(용강교)","2021/12/14","25","",""
"광양시(용강교)","2021/12/13","25","",""
"광양시(용강교)","2021/12/12","25.21","",""
"광양시(용강교)","2021/12/11","25.79","",""
"광양시(용강교)","2021/12/10","26","",""
"광양시(용강교)","2021/12/09","26","",""
"광양시(용강교)","2021/12/08","26","",""
"광양시(용강교)","2021/12/07","26","",""
"광양시(용강교)","2021/12/06","26.33","",""
"광양시(용강교)","2021/12/05","26.71","",""
"광양시(용강교)","2021/12/04","27","",""
"광양시(용강교)","2021/12/03","27","",""
"광양시(용강교)","2021/12/02","31","",""
"광양시(용강교)","2021/12/01","30","",""
"광양시(용강교)","2021/11/30","25","",""
"광양시(용강교)","2021/11/29","25","",""
"광양시(용강교)","2021/11/28","26.08","",""
"광양시(용강교)","2021/11/27","22.58","",""
"광양시(용강교)","2021/11/25","23","",""
"광양시(용강교)","2021/11/24","24","",""
"광양시(용강교)","2021/11/23","23","",""
"광양시(용강교)","2021/11/22","24","",""
"광양시(용강교)","2021/11/21","24","",""
"광양시(용강교)","2021/11/20","24.17","",""
"광양시(용강교)","2021/11/19","25","",""
"광양시(용강교)","2021/11/18","25","",""
"광양시(용강교)","2021/11/17","26","",""
"광양시(용강교)","2021/11/16","26","",""
"광양시(용강교)","2021/11/15","27","",""
"광양시(용강교)","2021/11/14","26.25","",""
"광양시(용강교)","2021/11/13","26.88","",""
"광양시(용강교)","2021/11/12","28","",""
"광양시(용강교)","2021/11/11","28.17","",""
"광양시(용강교)","2021/11/10","28.25","",""
"광양시(용강교)","2021/11/09","31.63","",""
"광양시(용강교)","2021/11/08","30.67","",""
"광양시(용강교)","2021/11/07","22.96","",""
"광양시(용강교)","2021/11/06","23.38","",""
"광양시(용강교)","2021/11/05","23.42","",""
"광양시(용강교)","2021/11/04","23.38","",""
"광양시(용강교)","2021/11/03","23","",""
"광양시(용강교)","2021/11/02","23.29","",""
"광양시(용강교)","2021/11/01","23.67","",""
"광양시(용강교)","2021/10/31","23.92","",""
"광양시(용강교)","2021/10/30","24.33","",""
"광양시(용강교)","2021/10/29","23.92","",""
"광양시(용강교)","2021/10/28","24.79","",""
"광양시(용강교)","2021/10/27","25.21","",""
"광양시(용강교)","2021/10/26","25.33","",""
"광양시(용강교)","2021/10/25","25.54","",""
"광양시(용강교)","2021/10/24","25.71","",""
"광양시(용강교)","2021/10/23","26.13","",""
"광양시(용강교)","2021/10/22","26.38","",""
"광양시(용강교)","2021/10/21","27.5","",""
"광양시(용강교)","2021/10/20","28","",""
"광양시(용강교)","2021/10/19","28.17","",""
"광양시(용강교)","2021/10/18","29","",""
"광양시(용강교)","2021/10/17","30.04","",""
"광양시(용강교)","2021/10/16","31.25","",""
"광양시(용강교)","2021/10/15","31.25","",""
"광양시(용강교)","2021/10/14","32.63","",""
"광양시(용강교)","2021/10/13","34.58","",""
"광양시(용강교)","2021/10/12","34.46","",""
"광양시(용강교)","2021/10/11","37.13","",""
"광양시(용강교)","2021/10/10","28.17","",""
"광양시(용강교)","2021/10/09","27.13","",""
"광양시(용강교)","2021/10/08","27.88","",""
"광양시(용강교)","2021/10/07","28.21","",""
"광양시(용강교)","2021/10/06","29.42","",""
"광양시(용강교)","2021/10/05","31","",""
"광양시(용강교)","2021/10/04","31.42","",""
"광양시(용강교)","2021/10/03","33.21","",""
"광양시(용강교)","2021/10/02","35.96","",""
"광양시(용강교)","2021/10/01","44","",""
"광양시(용강교)","2021/09/30","44","",""
"광양시(용강교)","2021/09/29","26","",""
"광양시(용강교)","2021/09/28","26","",""
"광양시(용강교)","2021/09/27","27","",""
"광양시(용강교)","2021/09/26","26.29","",""
"광양시(용강교)","2021/09/25","26.42","",""
"광양시(용강교)","2021/09/24","28","",""
"광양시(용강교)","2021/09/23","29","",""
"광양시(용강교)","2021/09/22","29.88","",""
"광양시(용강교)","2021/09/21","29.5","",""
"광양시(용강교)","2021/09/20","26.38","",""
"광양시(용강교)","2021/09/19","26.58","",""
"광양시(용강교)","2021/09/18","28.04","",""
"광양시(용강교)","2021/09/17","32","",""
"광양시(용강교)","2021/09/16","32","",""
"광양시(용강교)","2021/09/15","34","",""
"광양시(용강교)","2021/09/14","34","",""
"광양시(용강교)","2021/09/13","33.63","",""
"광양시(용강교)","2021/09/12","31.33","",""
"광양시(용강교)","2021/09/11","32.71","",""
"광양시(용강교)","2021/09/10","34","",""
"광양시(용강교)","2021/09/09","36","",""
"광양시(용강교)","2021/09/08","40","",""
"광양시(용강교)","2021/09/07","43","",""
"광양시(용강교)","2021/09/06","34","",""
"광양시(용강교)","2021/09/05","34.83","",""
"광양시(용강교)","2021/09/04","36.63","",""
"광양시(용강교)","2021/09/03","40","",""
"광양시(용강교)","2021/09/02","42","",""
"광양시(용강교)","2021/09/01","43","",""
"광양시(용강교)","2021/08/31","55","",""
"광양시(용강교)","2021/08/30","45","",""
"광양시(용강교)","2021/08/29","43.79","",""
"광양시(용강교)","2021/08/28","41.25","",""
"광양시(용강교)","2021/08/27","46","",""
"광양시(용강교)","2021/08/26","57","",""
"광양시(용강교)","2021/08/25","62","",""
